marker	LG	gPos	gOrder	chr	pPos	pOrder
5B_259602057	5B	455.9174864	4774	5B	259602057	4804
5B_259988718	5B	455.9174864	4775	5B	259988718	4806
5B_257381864	5B	455.9174864	4776	5B	257381864	4796
5B_256660362	5B	460.4013983	4777	5B	256660362	4795
5B_259371975	5B	460.4013983	4778	5B	259371975	4802
5B_259411077	5B	460.4013983	4779	5B	259411077	4803
5B_258271466	5B	460.4013983	4780	5B	258271466	4799
5B_257630631	5B	466.0304143	4781	5B	257630631	4797
5B_261010413	5B	466.0304143	4782	5B	261010413	4812
5B_262176881	5B	469.0715079	4783	5B	262176881	4820
5B_260823724	5B	469.0715079	4784	5B	260823724	4810
5B_261246842	5B	469.0715079	4785	5B	261246842	4815
5B_261978308	5B	469.0715079	4786	5B	261978308	4819
5B_261024215	5B	469.0715079	4787	5B	261024215	4813
5B_261518399	5B	469.0715079	4788	5B	261518399	4818
5B_261173157	5B	472.0279139	4789	5B	261173157	4814
5B_260743846	5B	472.0279139	4790	5B	260743846	4808
7B_135066503	5B	472.0279139	4791	7B	135066503	6392
5B_261446014	5B	472.0279139	4792	5B	261446014	4816
5B_260997035	5B	472.0279139	4793	5B	260997035	4811
5B_260796683	5B	474.5216641	4794	5B	260796683	4809
5B_263397448	5B	476.7526545	4795	5B	263397448	4831
5B_263953326	5B	476.7526545	4796	5B	263953326	4833
5B_262669790	5B	478.9225932	4797	5B	262669790	4824
5B_264714425	5B	478.9225932	4798	5B	264714425	4837
5B_262833133	5B	480.7404786	4799	5B	262833133	4829
5B_262546950	5B	484.3932584	4800	5B	262546950	4822
5B_262804740	5B	484.3932584	4801	5B	262804740	4828
5B_262804049	5B	484.3932584	4802	5B	262804049	4827
5B_263040658	5B	484.3932584	4803	5B	263040658	4830
5B_262529864	5B	486.5093403	4804	5B	262529864	4821
5B_262564803	5B	486.5093403	4805	5B	262564803	4823
5B_263541880	5B	488.1869317	4806	5B	263541880	4832
5B_264002503	5B	490.6411696	4807	5B	264002503	4834
5B_264302785	5B	490.6411696	4808	5B	264302785	4835
5B_262690007	5B	490.6411696	4809	5B	262690007	4825
5B_264489327	5B	490.6411696	4810	5B	264489327	4836
5B_262782101	5B	490.6411696	4811	5B	262782101	4826
5B_266353370	5B	493.8400421	4812	5B	266353370	4846
5B_266476234	5B	496.6207311	4813	5B	266476234	4847
5B_264850291	5B	499.7102091	4814	5B	264850291	4838
5B_264935621	5B	503.0880401	4815	5B	264935621	4839
5B_266268931	5B	503.0880401	4816	5B	266268931	4845
5B_265155492	5B	503.0880401	4817	5B	265155492	4841
5B_267749705	5B	507.6204329	4818	5B	267749705	4854
5B_265759197	5B	507.6204329	4819	5B	265759197	4844
5B_268839531	5B	507.6204329	4820	5B	268839531	4856
5B_265103888	5B	507.6204329	4821	5B	265103888	4840
5B_265567797	5B	507.6204329	4822	5B	265567797	4843
5B_268834655	5B	507.6204329	4823	5B	268834655	4855
5B_266528171	5B	507.6204329	4824	5B	266528171	4848
5B_265330889	5B	507.6204329	4825	5B	265330889	4842
5B_267388916	5B	515.5141719	4826	5B	267388916	4853
2B_251812725	5B	515.5141719	4827	2B	251812725	1617
5B_266909072	5B	520.0152836	4828	5B	266909072	4850
5B_267097534	5B	520.0152836	4829	5B	267097534	4851
5B_271896911	5B	525.0226652	4830	5B	271896911	4869
5B_270266457	5B	525.0226652	4831	5B	270266457	4860
5B_271898242	5B	525.0226652	4832	5B	271898242	4870
5B_271884038	5B	528.5182684	4833	5B	271884038	4868
5B_272456233	5B	534.1788961	4834	5B	272456233	4872
5B_272414210	5B	534.1788961	4835	5B	272414210	4871
5B_267293764	5B	534.1788961	4836	5B	267293764	4852
5B_270335724	5B	534.1788961	4837	5B	270335724	4862
5B_273079172	5B	538.2977602	4838	5B	273079172	4879
5B_271070588	5B	538.2977602	4839	5B	271070588	4864
5B_271287599	5B	542.4667658	4840	5B	271287599	4865
5B_272976934	5B	542.4667658	4841	5B	272976934	4878
5B_266776133	5B	542.4667658	4842	5B	266776133	4849
5B_270255062	5B	542.4667658	4843	5B	270255062	4859
5B_272924198	5B	542.4667658	4844	5B	272924198	4877
5B_269422676	5B	542.4667658	4845	5B	269422676	4858
5B_272747434	5B	542.4667658	4846	5B	272747434	4875
5B_270844278	5B	547.2192535	4847	5B	270844278	4863
5B_272568490	5B	547.2192535	4848	5B	272568490	4874
5B_272761225	5B	547.2192535	4849	5B	272761225	4876
5B_273191577	5B	547.2192535	4850	5B	273191577	4881
5B_273085819	5B	551.1411846	4851	5B	273085819	4880
5B_269399076	5B	555.1764327	4852	5B	269399076	4857
5B_270288834	5B	559.0109045	4853	5B	270288834	4861
5B_271400844	5B	559.0109045	4854	5B	271400844	4866
5B_271467078	5B	559.0109045	4855	5B	271467078	4867
3B_23425897	5B	562.5345431	4856	3B	23425897	2310
6A_844679	6A	0	4857	6A	844679	4891
6A_264830	6A	0	4858	6A	264830	4883
6A_468427	6A	5.613981656	4859	6A	468427	4888
1B_228912975	6A	5.613981656	4860	1B	228912975	543
6A_339241	6A	5.613981656	4861	6A	339241	4884
6A_449271	6A	5.613981656	4862	6A	449271	4887
3A_17278792	6A	5.613981656	4863	3A	17278792	1938
3A_181712512	6A	5.613981656	4864	3A	181712512	2225
6A_263767	6A	5.613981656	4865	6A	263767	4882
6A_402128	6A	5.613981656	4866	6A	402128	4885
7B_137665638	6A	5.613981656	4867	7B	137665638	6394
6A_709555	6A	10.31672546	4868	6A	709555	4890
6A_1481075	6A	14.91343035	4869	6A	1481075	4895
6A_1585794	6A	14.91343035	4870	6A	1585794	4896
6B_2759784	6A	17.73120962	4871	6B	2759784	5332
6A_1365474	6A	20.60983825	4872	6A	1365474	4893
6A_3016515	6A	20.60983825	4873	6A	3016515	4903
6A_3344590	6A	20.60983825	4874	6A	3344590	4907
6A_3347952	6A	20.60983825	4875	6A	3347952	4908
6A_1171597	6A	24.98418404	4876	6A	1171597	4892
6A_2971710	6A	29.39589964	4877	6A	2971710	4902
6A_1902276	6A	33.52687921	4878	6A	1902276	4898
6A_3221539	6A	43.07745676	4879	6A	3221539	4906
6A_1849186	6A	43.07745676	4880	6A	1849186	4897
6A_3122810	6A	48.25869496	4881	6A	3122810	4905
6A_4770788	6A	51.29010702	4882	6A	4770788	4918
6B_4926637	6A	51.29010702	4883	6B	4926637	5346
6A_3967079	6A	51.29010702	4884	6A	3967079	4911
6A_4770928	6A	51.29010702	4885	6A	4770928	4919
6A_5339387	6A	53.39052116	4886	6A	5339387	4924
6A_4509026	6A	53.39052116	4887	6A	4509026	4915
6A_4511469	6A	53.39052116	4888	6A	4511469	4916
6A_4678770	6A	53.39052116	4889	6A	4678770	4917
6A_5248866	6A	53.39052116	4890	6A	5248866	4922
6A_5748030	6A	53.39052116	4891	6A	5748030	4927
6A_5758600	6A	53.39052116	4892	6A	5758600	4928
6A_5849425	6A	53.39052116	4893	6A	5849425	4929
6B_4961913	6A	53.39052116	4894	6B	4961913	5347
6B_5373960	6A	53.39052116	4895	6B	5373960	5353
6B_5955434	6A	55.23613917	4896	6B	5955434	5362
6A_6726409	6A	57.19361774	4897	6A	6726409	4940
6A_4014459	6A	60.03109587	4898	6A	4014459	4912
6A_3890520	6A	60.03109587	4899	6A	3890520	4909
6A_4140509	6A	60.03109587	4900	6A	4140509	4914
6A_7979807	6A	60.03109587	4901	6A	7979807	4963
6A_6990471	6A	62.9726316	4902	6A	6990471	4945
6A_6559876	6A	65.63649104	4903	6A	6559876	4937
6A_6613821	6A	65.63649104	4904	6A	6613821	4938
6A_6985926	6A	65.63649104	4905	6A	6985926	4944
6A_7053128	6A	65.63649104	4906	6A	7053128	4947
6A_8006444	6A	65.63649104	4907	6A	8006444	4967
6A_7064333	6A	65.63649104	4908	6A	7064333	4948
6A_7182165	6A	65.63649104	4909	6A	7182165	4949
6A_7271464	6A	65.63649104	4910	6A	7271464	4950
6A_7858391	6A	65.63649104	4911	6A	7858391	4958
6A_7913990	6A	65.63649104	4912	6A	7913990	4960
6A_6168684	6A	65.63649104	4913	6A	6168684	4932
6A_6771424	6A	65.63649104	4914	6A	6771424	4941
6A_7036107	6A	65.63649104	4915	6A	7036107	4946
6A_7825161	6A	65.63649104	4916	6A	7825161	4957
6A_7962740	6A	65.63649104	4917	6A	7962740	4962
6A_7996017	6A	65.63649104	4918	6A	7996017	4966
6A_6484461	6A	65.63649104	4919	6A	6484461	4935
6A_7778264	6A	65.63649104	4920	6A	7778264	4956
6A_7982144	6A	65.63649104	4921	6A	7982144	4964
6A_6203583	6A	65.63649104	4922	6A	6203583	4933
6A_7549356	6A	65.63649104	4923	6A	7549356	4954
6A_7987012	6A	65.63649104	4924	6A	7987012	4965
6A_7532943	6A	65.63649104	4925	6A	7532943	4953
6A_7468079	6A	65.63649104	4926	6A	7468079	4952
6A_6140677	6A	65.63649104	4927	6A	6140677	4931
6A_7733577	6A	68.47179899	4928	6A	7733577	4955
6A_7880989	6A	68.47179899	4929	6A	7880989	4959
6B_7155408	6A	68.47179899	4930	6B	7155408	5369
6A_7914095	6A	68.47179899	4931	6A	7914095	4961
6A_6887795	6A	70.99716879	4932	6A	6887795	4942
6A_6890390	6A	70.99716879	4933	6A	6890390	4943
6A_7402613	6A	73.21403066	4934	6A	7402613	4951
2A_236327983	6A	75.46979347	4935	2A	236327983	1135
6A_6481551	6A	75.46979347	4936	6A	6481551	4934
6A_6537461	6A	75.46979347	4937	6A	6537461	4936
6A_8375424	6A	78.94674107	4938	6A	8375424	4969
2A_21457139	6A	84.00575815	4939	2A	21457139	805
6A_15552895	6A	87.46245267	4940	6A	15552895	5013
6A_13389818	6A	91.0327845	4941	6A	13389818	4998
6B_13537556	6A	91.0327845	4942	6B	13537556	5420
6A_9042595	6A	91.0327845	4943	6A	9042595	4974
6A_15553992	6A	91.0327845	4944	6A	15553992	5014
6A_10955495	6A	95.97665989	4945	6A	10955495	4983
6A_165722358	6A	100.4279813	4946	6A	165722358	5143
6A_10736384	6A	103.2553452	4947	6A	10736384	4981
6A_10954749	6A	103.2553452	4948	6A	10954749	4982
6A_12610395	6A	103.2553452	4949	6A	12610395	4995
6A_14139980	6A	103.2553452	4950	6A	14139980	5004
6A_12195426	6A	103.2553452	4951	6A	12195426	4993
6A_51750093	6A	103.2553452	4952	6A	51750093	5083
6A_11822435	6A	103.2553452	4953	6A	11822435	4989
6A_11828210	6A	103.2553452	4954	6A	11828210	4990
6A_14351486	6A	103.2553452	4955	6A	14351486	5006
6A_15120588	6A	103.2553452	4956	6A	15120588	5011
6A_15407240	6A	103.2553452	4957	6A	15407240	5012
6A_8548486	6A	103.2553452	4958	6A	8548486	4970
6A_14133827	6A	103.2553452	4959	6A	14133827	5003
6A_13119312	6A	103.2553452	4960	6A	13119312	4997
6A_9275636	6A	103.2553452	4961	6A	9275636	4975
6A_12221996	6A	103.2553452	4962	6A	12221996	4994
6A_13620207	6A	103.2553452	4963	6A	13620207	4999
6A_14442832	6A	103.2553452	4964	6A	14442832	5007
6A_15636969	6A	103.2553452	4965	6A	15636969	5015
6A_10463409	6A	103.2553452	4966	6A	10463409	4980
6A_10958217	6A	103.2553452	4967	6A	10958217	4984
6A_43409321	6A	103.2553452	4968	6A	43409321	5079
6A_11014781	6A	105.916028	4969	6A	11014781	4985
6A_12089292	6A	109.2858397	4970	6A	12089292	4992
6A_13805559	6A	109.2858397	4971	6A	13805559	5001
6A_15096689	6A	111.7879654	4972	6A	15096689	5010
6A_9760052	6A	115.9119409	4973	6A	9760052	4978
6A_14887720	6A	121.4878515	4974	6A	14887720	5008
6B_25329529	6A	121.4878515	4975	6B	25329529	5448
6A_14893314	6A	121.4878515	4976	6A	14893314	5009
6A_8800841	6A	121.4878515	4977	6A	8800841	4971
7A_36231699	6A	121.4878515	4978	7A	36231699	5966
6A_9892990	6A	121.4878515	4979	6A	9892990	4979
6A_12014708	6A	121.4878515	4980	6A	12014708	4991
6A_9319938	6A	121.4878515	4981	6A	9319938	4976
6A_8892552	6A	121.4878515	4982	6A	8892552	4972
6A_13765657	6A	125.3639503	4983	6A	13765657	5000
6B_18593430	6A	125.3639503	4984	6B	18593430	5431
6A_9691337	6A	125.3639503	4985	6A	9691337	4977
6A_11313896	6A	125.3639503	4986	6A	11313896	4986
6A_11554328	6A	125.3639503	4987	6A	11554328	4987
6A_11587630	6A	125.3639503	4988	6A	11587630	4988
6A_14217417	6A	125.3639503	4989	6A	14217417	5005
6A_16004506	6A	129.6941293	4990	6A	16004506	5018
6A_15984998	6A	132.9044358	4991	6A	15984998	5017
6A_16069503	6A	135.2240176	4992	6A	16069503	5019
6A_15957480	6A	135.2240176	4993	6A	15957480	5016
6A_21859686	6A	137.535458	4994	6A	21859686	5029
6A_20451909	6A	137.535458	4995	6A	20451909	5026
6A_177014371	6A	137.535458	4996	6A	177014371	5160
6B_22206241	6A	137.535458	4997	6B	22206241	5443
6A_24725937	6A	137.535458	4998	6A	24725937	5039
6A_16877897	6A	139.41493	4999	6A	16877897	5020
6A_24494393	6A	140.9508009	5000	6A	24494393	5036
6A_17428156	6A	140.9508009	5001	6A	17428156	5021
6A_22911076	6A	140.9508009	5002	6A	22911076	5033
6A_25085890	6A	140.9508009	5003	6A	25085890	5043
6A_24553658	6A	140.9508009	5004	6A	24553658	5037
6A_25083532	6A	140.9508009	5005	6A	25083532	5042
6A_25081621	6A	140.9508009	5006	6A	25081621	5041
6A_25277639	6A	142.2865274	5007	6A	25277639	5046
6A_25794387	6A	143.2612411	5008	6A	25794387	5050
6A_25946986	6A	144.8423339	5009	6A	25946986	5053
6A_19419510	6A	144.8423339	5010	6A	19419510	5024
6A_23169716	6A	144.8423339	5011	6A	23169716	5034
6A_22333536	6A	144.8423339	5012	6A	22333536	5030
6A_22803805	6A	144.8423339	5013	6A	22803805	5031
6A_19089071	6A	144.8423339	5014	6A	19089071	5023
6A_22811967	6A	144.8423339	5015	6A	22811967	5032
6A_25891654	6A	144.8423339	5016	6A	25891654	5051
6A_25183029	6A	144.8423339	5017	6A	25183029	5044
6A_33485473	6A	144.8423339	5018	6A	33485473	5067
6A_21791041	6A	144.8423339	5019	6A	21791041	5028
6A_24237073	6A	144.8423339	5020	6A	24237073	5035
6A_18254297	6A	144.8423339	5021	6A	18254297	5022
6A_25264407	6A	144.8423339	5022	6A	25264407	5045
6A_29594286	6A	146.7793724	5023	6A	29594286	5061
6B_25583745	6A	146.7793724	5024	6B	25583745	5451
6A_24770848	6A	146.7793724	5025	6A	24770848	5040
6A_27578140	6A	146.7793724	5026	6A	27578140	5057
6A_29284498	6A	146.7793724	5027	6A	29284498	5060
6A_27964980	6A	146.7793724	5028	6A	27964980	5058
6A_25739978	6A	146.7793724	5029	6A	25739978	5049
6A_27149829	6A	149.2718064	5030	6A	27149829	5055
6A_25655601	6A	151.3788772	5031	6A	25655601	5048
6A_27370978	6A	154.1583689	5032	6A	27370978	5056
6A_31327600	6A	154.1583689	5033	6A	31327600	5063
6A_32527751	6A	154.1583689	5034	6A	32527751	5064
6A_34505709	6A	154.1583689	5035	6A	34505709	5073
6A_35161696	6A	154.1583689	5036	6A	35161696	5074
6A_35803154	6A	154.1583689	5037	6A	35803154	5075
6A_25651713	6A	154.1583689	5038	6A	25651713	5047
6A_30876525	6A	154.1583689	5039	6A	30876525	5062
6A_33850133	6A	154.1583689	5040	6A	33850133	5069
6A_34468748	6A	154.1583689	5041	6A	34468748	5072
6A_28229750	6A	156.7636876	5042	6A	28229750	5059
6A_32652698	6A	156.7636876	5043	6A	32652698	5065
6B_123161370	6A	159.2119238	5044	6B	123161370	5534
6A_33695492	6A	159.2119238	5045	6A	33695492	5068
6A_34116662	6A	159.2119238	5046	6A	34116662	5071
6B_118308322	6A	159.2119238	5047	6B	118308322	5528
6A_33913489	6A	159.2119238	5048	6A	33913489	5070
6A_112894384	6A	164.3942695	5049	6A	112894384	5106
6A_118968605	6A	164.3942695	5050	6A	118968605	5109
6A_9032642	6A	164.3942695	5051	6A	9032642	4973
6A_143463272	6A	164.3942695	5052	6A	143463272	5120
6A_143464814	6A	164.3942695	5053	6A	143464814	5121
6A_118968700	6A	164.3942695	5054	6A	118968700	5110
6A_150969494	6A	164.3942695	5055	6A	150969494	5126
6A_118965981	6A	164.3942695	5056	6A	118965981	5108
6A_151662095	6A	169.0535959	5057	6A	151662095	5127
6B_125753593	6A	169.0535959	5058	6B	125753593	5538
6A_132430610	6A	169.0535959	5059	6A	132430610	5115
6A_157887302	6A	169.0535959	5060	6A	157887302	5132
6A_66976714	6A	173.2242177	5061	6A	66976714	5088
6A_122728722	6A	176.9494868	5062	6A	122728722	5111
2A_12575493	6A	176.9494868	5063	2A	12575493	770
4A_201538897	6A	176.9494868	5064	4A	201538897	3359
6A_60032109	6A	176.9494868	5065	6A	60032109	5085
6A_156065952	6A	176.9494868	5066	6A	156065952	5131
1A_57061861	6A	176.9494868	5067	1A	57061861	149
6A_95333457	6A	176.9494868	5068	6A	95333457	5099
6A_139672489	6A	176.9494868	5069	6A	139672489	5119
6B_60546025	6A	176.9494868	5070	6B	60546025	5494
6B_60546581	6A	176.9494868	5071	6B	60546581	5495
3B_436960398	6A	176.9494868	5072	3B	436960398	2587
6A_43459179	6A	176.9494868	5073	6A	43459179	5080
6A_50457626	6A	176.9494868	5074	6A	50457626	5082
6A_49477525	6A	180.3107926	5075	6A	49477525	5081
6A_123115432	6A	180.3107926	5076	6A	123115432	5112
6B_93196196	6A	180.3107926	5077	6B	93196196	5516
6A_114747456	6A	180.3107926	5078	6A	114747456	5107
3B_756422667	6A	180.3107926	5079	3B	756422667	2981
6A_144496663	6A	183.5580178	5080	6A	144496663	5122
6A_82930844	6A	183.5580178	5081	6A	82930844	5093
6A_98590122	6A	183.5580178	5082	6A	98590122	5100
6A_36776697	6A	183.5580178	5083	6A	36776697	5077
6A_41511475	6A	183.5580178	5084	6A	41511475	5078
6A_87382291	6A	183.5580178	5085	6A	87382291	5095
1B_174698166	6A	183.5580178	5086	1B	174698166	535
6A_111059921	6A	183.5580178	5087	6A	111059921	5105
7B_246542306	6A	183.5580178	5088	7B	246542306	6587
6A_65108765	6A	183.5580178	5089	6A	65108765	5086
6A_79868160	6A	183.5580178	5090	6A	79868160	5092
6A_98870032	6A	183.5580178	5091	6A	98870032	5102
6A_76158837	6A	183.5580178	5092	6A	76158837	5090
6A_83030751	6A	183.5580178	5093	6A	83030751	5094
6A_87430952	6A	183.5580178	5094	6A	87430952	5096
6A_107955297	6A	183.5580178	5095	6A	107955297	5103
6A_110049732	6A	183.5580178	5096	6A	110049732	5104
6A_154647908	6A	187.638848	5097	6A	154647908	5128
6A_144903065	6A	187.638848	5098	6A	144903065	5123
6A_148055044	6A	187.638848	5099	6A	148055044	5125
6A_98809135	6A	187.638848	5100	6A	98809135	5101
4A_63897490	6A	187.638848	5101	4A	63897490	3110
6A_163821277	6A	187.638848	5102	6A	163821277	5137
1A_88213689	6A	187.638848	5103	1A	88213689	170
6A_87438104	6A	187.638848	5104	6A	87438104	5097
6A_78968259	6A	187.638848	5105	6A	78968259	5091
6A_178404931	6A	192.059098	5106	6A	178404931	5164
6A_166727188	6A	192.059098	5107	6A	166727188	5145
6A_69897511	6A	192.059098	5108	6A	69897511	5089
6A_154789681	6A	192.059098	5109	6A	154789681	5129
6A_173644174	6A	195.8267857	5110	6A	173644174	5159
6A_177446719	6A	195.8267857	5111	6A	177446719	5161
6A_163056733	6A	195.8267857	5112	6A	163056733	5136
6A_169068544	6A	195.8267857	5113	6A	169068544	5151
6A_165616036	6A	197.6174574	5114	6A	165616036	5141
6A_177736884	6A	197.6174574	5115	6A	177736884	5163
6A_165615917	6A	197.6174574	5116	6A	165615917	5140
6A_179486627	6A	199.7581897	5117	6A	179486627	5165
6A_167933107	6A	199.7581897	5118	6A	167933107	5147
6A_170321334	6A	202.2951837	5119	6A	170321334	5152
6A_170328214	6A	202.2951837	5120	6A	170328214	5153
6A_179589110	6A	202.2951837	5121	6A	179589110	5166
6A_165408121	6A	205.1795048	5122	6A	165408121	5139
6A_170730507	6A	210.075194	5123	6A	170730507	5154
6A_168122192	6A	213.9580633	5124	6A	168122192	5149
6B_172144392	6A	213.9580633	5125	6B	172144392	5589
6A_164091556	6A	213.9580633	5126	6A	164091556	5138
6A_160351724	6A	213.9580633	5127	6A	160351724	5135
6B_141935390	6A	213.9580633	5128	6B	141935390	5560
5A_14082728	6A	216.324005	5129	5A	14082728	3868
6A_189724118	6A	216.324005	5130	6A	189724118	5190
7B_198945808	6A	216.324005	5131	7B	198945808	6441
6A_192060930	6A	216.324005	5132	6A	192060930	5193
6A_182797814	6A	217.6560663	5133	6A	182797814	5171
6A_183257983	6A	219.2552692	5134	6A	183257983	5176
1A_236929131	6A	219.2552692	5135	1A	236929131	386
5A_118000052	6A	221.8319877	5136	5A	118000052	4119
6A_182882994	6A	221.8319877	5137	6A	182882994	5172
6A_188935782	6A	221.8319877	5138	6A	188935782	5189
6A_190627896	6A	221.8319877	5139	6A	190627896	5191
6A_181938462	6A	221.8319877	5140	6A	181938462	5168
6A_186314805	6A	221.8319877	5141	6A	186314805	5183
6A_182891648	6A	221.8319877	5142	6A	182891648	5173
6A_182893492	6A	221.8319877	5143	6A	182893492	5174
6A_183258671	6A	221.8319877	5144	6A	183258671	5177
6A_182986844	6A	221.8319877	5145	6A	182986844	5175
6A_182501076	6A	224.6293009	5146	6A	182501076	5170
6A_187502360	6A	224.6293009	5147	6A	187502360	5185
6B_166840157	6A	228.5982322	5148	6B	166840157	5585
6A_186207132	6A	228.5982322	5149	6A	186207132	5182
6A_191438994	6A	228.5982322	5150	6A	191438994	5192
6A_186735313	6A	231.0267323	5151	6A	186735313	5184
6A_182161360	6A	231.0267323	5152	6A	182161360	5169
6A_184089918	6A	231.0267323	5153	6A	184089918	5178
6A_186206342	6A	231.0267323	5154	6A	186206342	5181
6A_188479634	6A	233.8454902	5155	6A	188479634	5188
6A_188128462	6A	233.8454902	5156	6A	188128462	5187
6A_181752356	6A	236.8263989	5157	6A	181752356	5167
6A_185894189	6A	241.2554181	5158	6A	185894189	5180
3B_65534337	6A	241.2554181	5159	3B	65534337	2404
6A_185892951	6A	241.2554181	5160	6A	185892951	5179
6A_187938659	6A	241.2554181	5161	6A	187938659	5186
6A_167040942	6A	245.3052454	5162	6A	167040942	5146
7B_232734378	6A	245.3052454	5163	7B	232734378	6509
6A_193456363	6A	250.617648	5164	6A	193456363	5197
6A_194081445	6A	250.617648	5165	6A	194081445	5203
6A_193108254	6A	254.0666607	5166	6A	193108254	5196
6A_192755539	6A	257.9979961	5167	6A	192755539	5194
6A_194118583	6A	257.9979961	5168	6A	194118583	5204
6B_179843687	6A	257.9979961	5169	6B	179843687	5599
6A_193934929	6A	257.9979961	5170	6A	193934929	5202
6A_192996557	6A	257.9979961	5171	6A	192996557	5195
6A_193934628	6A	257.9979961	5172	6A	193934628	5201
6A_198243200	6A	262.0769226	5173	6A	198243200	5213
6A_193485474	6A	262.0769226	5174	6A	193485474	5199
6A_196874170	6A	262.0769226	5175	6A	196874170	5207
6A_195980129	6A	262.0769226	5176	6A	195980129	5205
6A_198304541	6A	269.3904318	5177	6A	198304541	5214
6A_197530192	6A	269.3904318	5178	6A	197530192	5210
6A_196573650	6A	269.3904318	5179	6A	196573650	5206
6A_197866221	6A	272.8267077	5180	6A	197866221	5212
6A_197619205	6A	278.6205333	5181	6A	197619205	5211
6A_197505587	6A	289.9462465	5182	6A	197505587	5209
6A_199805777	6A	294.3612366	5183	6A	199805777	5225
6A_198830900	6A	298.3530602	5184	6A	198830900	5217
6A_200954099	6A	298.3530602	5185	6A	200954099	5233
6A_199441943	6A	298.3530602	5186	6A	199441943	5221
6A_199370770	6A	298.3530602	5187	6A	199370770	5219
6A_199566933	6A	298.3530602	5188	6A	199566933	5222
6B_10822350	6A	298.3530602	5189	6B	10822350	5406
6A_199375501	6A	298.3530602	5190	6A	199375501	5220
6A_200281756	6A	302.980713	5191	6A	200281756	5228
6A_200079353	6A	302.980713	5192	6A	200079353	5226
6A_198409960	6A	302.980713	5193	6A	198409960	5215
6A_199726712	6A	307.713518	5194	6A	199726712	5224
6A_198736240	6A	307.713518	5195	6A	198736240	5216
6A_200480202	6A	311.6390039	5196	6A	200480202	5229
6A_200196447	6A	311.6390039	5197	6A	200196447	5227
6A_200730434	6A	314.1451095	5198	6A	200730434	5231
6A_199149354	6A	314.1451095	5199	6A	199149354	5218
6A_199607763	6A	316.3976573	5200	6A	199607763	5223
6A_200523008	6A	319.2883056	5201	6A	200523008	5230
6A_200859212	6A	322.3558427	5202	6A	200859212	5232
6A_201112287	6A	325.6854577	5203	6A	201112287	5234
6A_201615648	6A	330.3581754	5204	6A	201615648	5237
6A_202229794	6A	335.5646971	5205	6A	202229794	5238
6A_203010044	6A	339.5846289	5206	6A	203010044	5241
6A_202877152	6A	342.4587302	5207	6A	202877152	5239
6A_202909910	6A	342.4587302	5208	6A	202909910	5240
6A_203050273	6A	344.7108125	5209	6A	203050273	5242
6A_203638136	6A	346.7087069	5210	6A	203638136	5246
6A_205181531	6A	348.4180416	5211	6A	205181531	5260
6A_205789045	6A	348.4180416	5212	6A	205789045	5264
6A_203513051	6A	349.8764921	5213	6A	203513051	5245
6A_206683028	6A	351.3645557	5214	6A	206683028	5276
6A_206686623	6A	351.3645557	5215	6A	206686623	5277
6A_207278110	6A	356.5923792	5216	6A	207278110	5288
6B_201618418	6A	359.8205862	5217	6B	201618418	5711
6A_205957158	6A	361.9302485	5218	6A	205957158	5269
6A_206768384	6A	361.9302485	5219	6A	206768384	5278
6B_200457213	6A	364.794872	5220	6B	200457213	5696
3B_463259798	6A	368.1059453	5221	3B	463259798	2596
6A_204867374	6A	368.1059453	5222	6A	204867374	5256
6A_206960354	6A	368.1059453	5223	6A	206960354	5284
6A_207360800	6A	368.1059453	5224	6A	207360800	5290
6A_207710308	6A	368.1059453	5225	6A	207710308	5295
6A_207360677	6A	368.1059453	5226	6A	207360677	5289
6A_204226342	6A	368.1059453	5227	6A	204226342	5247
6A_207552873	6A	368.1059453	5228	6A	207552873	5291
6A_204543895	6A	371.742969	5229	6A	204543895	5248
6A_204545070	6A	371.742969	5230	6A	204545070	5249
6A_204652708	6A	371.742969	5231	6A	204652708	5254
6A_206884738	6A	371.742969	5232	6A	206884738	5282
6A_204554164	6A	371.742969	5233	6A	204554164	5250
6A_206191969	6A	371.742969	5234	6A	206191969	5273
6A_205368758	6A	371.742969	5235	6A	205368758	5262
6A_205882446	6A	371.742969	5236	6A	205882446	5266
6A_205946299	6A	371.742969	5237	6A	205946299	5268
6A_206886807	6A	371.742969	5238	6A	206886807	5283
6A_207168848	6A	371.742969	5239	6A	207168848	5286
6A_207778270	6A	371.742969	5240	6A	207778270	5296
6A_206009962	6A	371.742969	5241	6A	206009962	5270
6A_206423291	6A	371.742969	5242	6A	206423291	5275
6A_204557291	6A	371.742969	5243	6A	204557291	5251
6A_204616752	6A	371.742969	5244	6A	204616752	5253
6A_205114034	6A	371.742969	5245	6A	205114034	5258
6A_205465855	6A	371.742969	5246	6A	205465855	5263
6A_206107381	6A	371.742969	5247	6A	206107381	5272
6A_207643781	6A	371.742969	5248	6A	207643781	5293
6A_207707712	6A	371.742969	5249	6A	207707712	5294
6A_206058766	6A	371.742969	5250	6A	206058766	5271
6A_205107181	6A	371.742969	5251	6A	205107181	5257
6A_205122487	6A	371.742969	5252	6A	205122487	5259
6B_887578	6B	0	5253	6B	887578	5307
6B_593620	6B	5.227141532	5254	6B	593620	5302
3B_615212989	6B	5.227141532	5255	3B	615212989	2719
6B_455643	6B	5.227141532	5256	6B	455643	5301
6B_98564	6B	5.227141532	5257	6B	98564	5298
6B_124879	6B	5.227141532	5258	6B	124879	5299
